"X,Y"
"3.745401188473625,11.79628118410158"
"9.50714306409916,22.03528996983108"
"7.319939418114051,18.321831807523065"
"5.986584841970366,14.662902927347275"
"1.5601864044243652,6.444539161337172"
"1.5599452033620265,5.9897473523563685"
"0.5808361216819946,4.258668208356708"
"8.661761457749352,20.91867994093562"
"6.011150117432088,14.204079551630704"
"7.080725777960454,19.25383883160637"
"0.20584494295802447,2.405672504416347"
"9.699098521619943,21.184008430452153"
"8.324426408004218,20.806963689508503"
"2.1233911067827616,8.03844490752846"
"1.8182496720710062,7.2606191611941675"
"1.8340450985343382,7.296435706332956"
"3.0424224295953772,9.07259808634384"
"5.247564316322379,12.597874261158927"
"4.319450186421157,11.71470493103604"
"2.9122914019804194,8.147421092448727"
"6.118528947223795,16.21217762786534"
"1.3949386065204183,5.642819831538699"
"2.9214464853521815,8.01739577391185"
"3.663618432936917,10.00585102422084"
"4.56069984217036,12.534331138616343"
"7.851759613930136,18.139794675056297"
"1.9967378215835974,6.1712552476007625"
"5.142344384136116,13.528375979764144"
"5.924145688620425,15.093257948349573"
"0.46450412719997725,3.4220650790288247"
"6.075448519014383,14.679858732410443"
"1.7052412368729153,6.642532411103466"
"0.6505159298527952,2.852947518208266"
"9.488855372533333,20.57024697069011"
"9.656320330745594,21.59419644023875"
"8.08397348116461,18.954499810617374"
"3.0461376917337066,9.403182949065418"
"0.9767211400638387,6.42879849707723"
"6.842330265121569,17.542320153445154"
"4.4015249373960135,11.6431113448286"
"1.2203823484477883,5.421748488992888"
"4.951769101112702,11.901008837587595"
"0.34388521115218396,3.669257286311978"
"9.093204020787821,20.897749402655503"
"2.587799816000169,8.498318192338427"
"6.62522284353982,15.423214743527318"
"3.1171107608941098,9.753568036029392"
"5.200680211778108,14.934099336558795"
"5.4671027934327965,13.825445438408735"
"1.8485445552552704,7.0988008326094825"
"9.695846277645586,23.081836547002286"
"7.7513282336111455,18.101435995336455"
"9.394989415641891,22.0140713130942"
"8.948273504276488,20.90913940933477"
"5.978999788110851,15.055675674770534"
"9.218742350231167,20.664474916606867"
"0.884925020519195,4.794360215297333"
"1.959828624191452,7.417655539628354"
"0.45227288910538066,5.355689386005803"
"3.2533033076326436,10.465877441350495"
"3.8867728968948203,12.926728251301197"
